t,x,y,yaw,vx
27.300000406,0.002408850941901626,-7.388444069385097e-08,-1.5924750057166065e-06,-0.00020871139713563025
27.312500406,0.002409427913654514,-1.9547795197661703e-07,-1.7591438135774315e-06,1.5826415165065555e-06
27.325000407,0.0024118860188386067,-1.4183372456492894e-07,-1.608627483353033e-06,0.00020852718444075435
27.350000407,0.0024115760662586703,-9.534220542950601e-08,-1.936059005403185e-06,0.00022605036792811006
27.362500407,0.0024123747769244685,-1.7282815645914048e-07,-2.1112640283571315e-06,1.367136701446725e-05
27.375000407,0.0024108894219566153,-5.719519310493026e-08,-1.7638635234891252e-06,-0.0003226944536436349
27.400000408,0.0024124892106180667,-1.6090732938477623e-07,-2.2719426425859284e-06,0.00014689772797282785
27.412500408,0.0024129875066537998,-1.1560779995872788e-07,-2.447600922627637e-06,3.247095810365863e-05
27.425000408,0.0024126727929242075,-1.5137059245997252e-07,-2.1063188227364803e-06,-9.212501026922837e-06
27.450000409,0.002412391461418278,1.1446616546347375e-07,-2.1087859935238144e-06,3.186421236023307e-05
27.462500409,0.002412451063647981,-8.580547567132181e-08,-1.6019005840383334e-06,5.948845864622854e-05
27.475000409,0.002411223201941652,-2.0263061936039627e-07,-1.9275071525644804e-06,-0.00039622749318368733
27.500000409,0.002412732396363983,-1.7640456162325155e-07,-2.101778319228188e-06,0.0001523609971627593
27.512500409,0.0024126680269632972,-7.98449859036833e-08,-1.9337763870186974e-06,-2.1687021217076108e-05
27.52500041,0.0024131782391080578,-1.358734183284731e-07,-2.101750723178557e-06,0.00013682644930668175
27.55000041,0.002413183007481622,-7.746086661065433e-08,-1.93341143531844e-06,-0.00023614542442373931
27.56250041,0.0024137003757963536,-1.2633669290983326e-07,-2.2732970578026854e-06,-3.47320492437575e-05
27.57500041,0.002414089000487809,-1.4183388109544464e-07,-1.7714722919214622e-06,1.6464042346342467e-05
27.600000411,0.002413829124246478,1.454605155541079e-07,-1.4325421705158589e-06,0.0002442338445689529
27.612500411,0.0024147398808009213,-1.2037626376107966e-07,-2.1053177298910476e-06,0.00015550258103758097
27.625000411,0.0024147327306520746,-1.1203158058566934e-07,-2.2737615863397343e-06,-4.243459989083931e-05
