t,x,y,yaw,vx
32.550000485,1.3811122040763542,0.0011540752998354686,0.01126082917313492,0.4995594322681427
32.562500485,1.3875283734360255,0.001226225327746534,0.01126132909160022,0.49091747403144836
32.575000485,1.3939450005798384,0.0012983622428978329,0.011259656808606137,0.490683376789093
32.600000485,1.4064160088165687,0.0014389632147675292,0.011260404890625401,0.4995545446872711
32.612500485,1.4126489189299496,0.0015090223018322103,0.01126016861801767,0.49972379207611084
32.625000486,1.4188824394009163,0.0015791719880178657,0.011259940325196944,0.49953868985176086
32.650000486,1.4317016555448132,0.0017234303208059924,0.01125855774243592,0.49065279960632324
32.662500486,1.438108822205701,0.001795712671154775,0.011260702524119101,0.49084633588790894
32.675000486,1.4445176673514428,0.0018678662756587761,0.011258500422879137,0.4906383454799652
32.700000487,1.456972348618848,0.002008040477944848,0.011259451550087325,0.49949929118156433
32.712500487,1.4631968663621313,0.002078299836411241,0.011260421755970924,0.49966761469841003
32.725000487,1.4694226048193642,0.002148177725256571,0.011258713262954804,0.49947425723075867
32.750000488,1.482226256974346,0.0022925469228863016,0.011257982001425935,0.49058616161346436
32.762500488,1.4886251838686613,0.002364438266767753,0.01125990753371677,0.49076539278030396
32.775000488,1.4948495490336853,0.0024346320602607343,0.011257750501733594,0.49941739439964294
32.800000488,1.507288818863926,0.0025744259846203184,0.01125814780344191,0.4994182288646698
32.812500488,1.5135064701280387,0.0026442871839663386,0.011259687441173642,0.4995870292186737
32.825000489,1.5199018874960546,0.0027161654148798865,0.011257383492514768,0.4905507564544678
32.850000489,1.5326928748452702,0.002860119764465421,0.0112555303622854,0.4905012249946594
32.862500489,1.539085850815472,0.0029321791936963836,0.011258178839247242,0.4906744360923767
32.875000489,1.5453042650347004,0.0030023098062231736,0.011255439988627339,0.4993186891078949
32.90000049,1.5577310226169698,0.003141918956053912,0.011254739131832114,0.49932777881622314
32.91250049,1.5639416548080183,0.0032118886356836767,0.011255741491613243,0.4994969666004181
32.92500049,1.5703305108931207,0.0032835475216784486,0.011253199796052112,0.4904533624649048
32.95000049,1.5830001903863842,0.003424162816637353,0.011214287146652598,0.4857420325279236
32.962500491,1.588864751949524,0.0034905037597306485,0.011239595188113542,0.4958316385746002
32.975000491,1.5947384688498851,0.003555973283471765,0.011220772127616097,0.4957163631916046
33.000000491,1.6064758318029093,0.003688026937516623,0.011224394676630188,0.49569451808929443
33.012500491,1.6123411563380055,0.003754142575467699,0.011228856779122639,0.4957660734653473
33.025000492,1.618208311944629,0.0038197718396838234,0.011222778004732053,0.49564263224601746
33.050000492,1.62993880846785,0.0039513975329555275,0.011222934611782845,0.49560898542404175
33.062500492,1.635982051705577,0.004019548084009366,0.011225481276510076,0.4869043231010437
33.075000492,1.6420271260124202,0.0040871252385142175,0.01122350548913465,0.4867214858531952
33.100000493,1.6541139176756725,0.004222724198059386,0.01122287103493495,0.48670998215675354
33.112500493,1.6599757327181766,0.004288591881199438,0.01122433806901129,0.4957113564014435
33.125000493,1.6658381581158523,0.004354386846701115,0.011222644236456036,0.4955344796180725
33.150000493,1.6779196091921025,0.004490112168127726,0.011223069823788661,0.48665696382522583
33.162500494,1.6839585799604475,0.0045577441588028995,0.01122342481811475,0.48681873083114624
33.175000494,1.6899987714463762,0.004625667020299072,0.011222447578670622,0.48664581775665283
33.200000494,1.7020596221868842,0.004761468623207592,0.011231340229198212,0.5009252429008484
33.212500494,1.7083511262561437,0.004831612349669229,0.01122080519986348,0.500184953212738
33.225000495,1.7146302706593233,0.004902234105165077,0.011224755923055375,0.4999787509441376
33.250000495,1.727542718329476,0.0050470360335545935,0.011222192554674966,0.4911424517631531
33.262500495,1.7339962718704462,0.005119404215203819,0.01122349516838568,0.4913354516029358
33.275000495,1.7404515038926645,0.005191846306751504,0.011221187818068051,0.4911268949508667
33.300000496,1.7529942286848024,0.00533258079393617,0.011221656222630709,0.4999922811985016
33.312500496,1.7592623867165091,0.005403045192955249,0.0112220441828734,0.5001649260520935
33.325000496,1.765712888506888,0.005475273899937408,0.011220537837215137,0.4911096692085266
33.350000496,1.778608398906739,0.005620030529176545,0.011221099196849002,0.49109241366386414
33.362500497,1.785053407521018,0.005692277117575509,0.011222347066566538,0.49125584959983826
33.375000497,1.7913220233356644,0.005762804697763801,0.011219940258639415,0.4999055564403534
33.400000497,1.8038497944591232,0.005903070692197482,0.011219017336943771,0.4999065101146698
33.412500497,1.8101107808370984,0.00597360661672372,0.011220490106578405,0.5000836253166199
33.425000498,1.8165530428753542,0.006045457430456381,0.011216211232204377,0.49103209376335144
33.450000498,1.829436041083822,0.0061898731217649595,0.011211945958833656,0.4909857511520386
33.462500498,1.8356950438156,0.006260173011916307,0.011213712428742039,0.5000007748603821
33.475000498,1.8419558776165077,0.006330302432917351,0.011211257821440817,0.4998406171798706
33.500000499,1.8544708313222413,0.006470580348241977,0.011210433706899812,0.49981048703193665
33.512500499,1.8607252564004373,0.0065406644695061664,0.011211558001115644,0.49997401237487793
33.525000499,1.866981970317479,0.006611252846265011,0.011210968535149468,0.4997849762439728
33.550000499,1.8794897523670437,0.006750759477387012,0.011207333583508868,0.499756783246994
33.5625005,1.8858714367393754,0.006821396738903502,0.011192387223905918,0.49124202132225037
33.5750005,1.8919361949166322,0.006889592589393104,0.011205517601964435,0.4850406348705292
33.6000005,1.9038932856179096,0.007051356783275612,0.011706607346148689,0.494328111410141
33.6125005,1.9098594712731494,0.007138046756186761,0.012025298302826708,0.4944991171360016
33.625000501,1.9158221473841277,0.007227650203943499,0.012359362403491902,0.4944586455821991
33.650000501,1.928100285247718,0.0074169434185281866,0.013025164215800753,0.48559069633483887
33.662500501,1.9342385912371638,0.007514918945216335,0.01336037394930152,0.48558205366134644
33.675000501,1.9403759816993307,0.007614813741497366,0.013696343891583185,0.4855833351612091
33.700000502,1.9522900423735854,0.007816143496745151,0.014376446537637129,0.4944235682487488
